title,creator,type,institution,country,year,rights,link
Folk song recording,Hilma af Klint,TEXT,Nationalmuseum,Sweden,1830,,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=497030
Etching of the cathedral,Bruno Liljefors,3D,Nationalmuseum,Sweden,1627,No Copyright Non-Commercial,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=569865
Official decree,Ernst Josephson,IMAGE,Nordiska museet,Sweden,1406,,https://digitaltmuseum.se/021015930650/785111
Newspaper article,Carl Larsson,IMAGE,Nordiska museet,Sweden,1879,CC0 Public Domain,https://digitaltmuseum.se/021015930650/930244
Portrait of a woman,Hilma af Klint,TEXT,Swedish National Heritage Board,Sweden,,,https://kmb.raa.se/cocoon/bild/show-image.html?id=578368
Diary entry,Carl Larsson,TEXT,Swedish National Heritage Board,Sweden,1879,In Copyright,https://kmb.raa.se/cocoon/bild/show-image.html?id=448098
Town plan,Carl Fredrik Hill,VIDEO,Nordiska museet,Sweden,1668,In Copyright,https://digitaltmuseum.se/021015930650/219562
Legal document,Carl Larsson,VIDEO,Riksarkivet,Sweden,1766,,https://sok.riksarkivet.se/bildvisning/938769
View of the city harbour,Carl Fredrik Hill,IMAGE,Swedish National Heritage Board,Sweden,1683,CC BY 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=616342
Digital reconstruction of building,Carl Larsson,TEXT,Nordiska museet,Sweden,1600,CC BY 4.0,https://digitaltmuseum.se/021015930650/296653
Town plan,Bruno Liljefors,TEXT,Riksarkivet,Sweden,1902,CC BY-SA 4.0,https://sok.riksarkivet.se/bildvisning/213000
Coat of arms,Bruno Liljefors,3D,Nationalmuseum,Sweden,1627,No Copyright Non-Commercial,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=628689
Folk song recording,Hilma af Klint,IMAGE,Nationalmuseum,Sweden,1865,In Copyright,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=979562
Illuminated miniature,Carl Fredrik Hill,IMAGE,Riksarkivet,Sweden,1876,CC BY 4.0,https://sok.riksarkivet.se/bildvisning/208584
Manuscript fragment,Hilma af Klint,SOUND,Swedish National Heritage Board,Sweden,1917,No Copyright Non-Commercial,https://kmb.raa.se/cocoon/bild/show-image.html?id=826155
Printed book page,Ernst Josephson,TEXT,Nordiska museet,Sweden,1889,CC BY 4.0,https://digitaltmuseum.se/021015930650/244892
Town plan,Carl Fredrik Hill,VIDEO,Swedish National Heritage Board,Sweden,1825,,https://kmb.raa.se/cocoon/bild/show-image.html?id=680472
Coat of arms,Hilma af Klint,TEXT,Riksarkivet,Sweden,1681,CC BY-SA 4.0,https://sok.riksarkivet.se/bildvisning/805034
Town plan,Laurits Tuxen,VIDEO,Det Kongelige Bibliotek,Denmark,1861,CC0 Public Domain,https://www.kb.dk/find-materiale/897730
Trade contract,Theodor Philipsen,TEXT,Dansk Folkemindesamling,Denmark,1254,In Copyright,https://www.kb.dk/find-materiale/947568
View of the city harbour,Michael Ancher,IMAGE,National Museum of Denmark,Denmark,1796,,https://samlinger.natmus.dk/DO/asset/159354
Still life with flowers,P.S. Krøyer,TEXT,Det Kongelige Bibliotek,Denmark,1913,CC0 Public Domain,https://www.kb.dk/find-materiale/824141
Religious icon,P.S. Krøyer,3D,National Museum of Denmark,Denmark,1914,No Copyright Non-Commercial,https://samlinger.natmus.dk/DO/asset/808340
Town plan,Vilhelm Hammershøi,TEXT,Dansk Folkemindesamling,Denmark,1975,,https://www.kb.dk/find-materiale/149261
Folk song recording,Theodor Philipsen,VIDEO,Dansk Folkemindesamling,Denmark,1912,CC0 Public Domain,https://www.kb.dk/find-materiale/113595
Woodcut illustration,Vilhelm Hammershøi,VIDEO,Dansk Folkemindesamling,Denmark,1912,No Copyright Non-Commercial,https://www.kb.dk/find-materiale/673167
Landscape with river,P.S. Krøyer,3D,Det Kongelige Bibliotek,Denmark,1722,,https://www.kb.dk/find-materiale/178086
Manuscript fragment,Michael Ancher,IMAGE,National Museum of Denmark,Denmark,1720,CC BY-SA 4.0,https://samlinger.natmus.dk/DO/asset/683635
Printed book page,Christoffer Eckersberg,VIDEO,Statens Museum for Kunst,Denmark,1365,,https://www.smk.dk/en/explore-the-art/search-smk/?search=262325
Official decree,Theodor Philipsen,TEXT,National Museum of Denmark,Denmark,1890,No Copyright Non-Commercial,https://samlinger.natmus.dk/DO/asset/676884
Landscape with river,Laurits Tuxen,TEXT,Statens Museum for Kunst,Denmark,1910,No Copyright Non-Commercial,https://www.smk.dk/en/explore-the-art/search-smk/?search=171488
Battle scene,Laurits Tuxen,SOUND,Dansk Folkemindesamling,Denmark,1993,CC BY-SA 4.0,https://www.kb.dk/find-materiale/331942
Chronicle of the kingdom,P.S. Krøyer,VIDEO,Statens Museum for Kunst,Denmark,1860,CC BY 4.0,https://www.smk.dk/en/explore-the-art/search-smk/?search=889216
Printed book page,Christoffer Eckersberg,VIDEO,National Museum of Denmark,Denmark,1879,CC BY 4.0,https://samlinger.natmus.dk/DO/asset/773462
Parish register entry,Christoffer Eckersberg,VIDEO,Det Kongelige Bibliotek,Denmark,1792,CC0 Public Domain,https://www.kb.dk/find-materiale/504620
Documentary footage,Christoffer Eckersberg,VIDEO,Statens Museum for Kunst,Denmark,1837,No Copyright Non-Commercial,https://www.smk.dk/en/explore-the-art/search-smk/?search=567200
Religious icon,P.S. Krøyer,IMAGE,Det Kongelige Bibliotek,Denmark,1800,CC BY 4.0,https://www.kb.dk/find-materiale/910883
Diary entry,Vilhelm Hammershøi,TEXT,National Museum of Denmark,Denmark,1913,,https://samlinger.natmus.dk/DO/asset/544815
Illuminated miniature,Theodor Philipsen,IMAGE,Dansk Folkemindesamling,Denmark,1369,,https://www.kb.dk/find-materiale/261223
View of the city harbour,Christoffer Eckersberg,IMAGE,National Museum of Denmark,Denmark,1709,CC BY 4.0,https://samlinger.natmus.dk/DO/asset/932794
Parish register entry,P.S. Krøyer,SOUND,Det Kongelige Bibliotek,Denmark,1840,In Copyright,https://www.kb.dk/find-materiale/760830
Folk song recording,Michael Ancher,IMAGE,National Museum of Denmark,Denmark,1904,CC0 Public Domain,https://samlinger.natmus.dk/DO/asset/772580
Legal document,Theodor Philipsen,IMAGE,National Museum of Denmark,Denmark,1787,No Copyright Non-Commercial,https://samlinger.natmus.dk/DO/asset/211291
Chronicle of the kingdom,Laurits Tuxen,IMAGE,Statens Museum for Kunst,Denmark,1884,In Copyright,https://www.smk.dk/en/explore-the-art/search-smk/?search=499941
Folk song recording,Michael Ancher,IMAGE,National Museum of Denmark,Denmark,1950,CC BY 4.0,https://samlinger.natmus.dk/DO/asset/243006
Chronicle of the kingdom,Theodor Philipsen,IMAGE,Statens Museum for Kunst,Denmark,1941,,https://www.smk.dk/en/explore-the-art/search-smk/?search=933635
Religious icon,Christoffer Eckersberg,IMAGE,Statens Museum for Kunst,Denmark,1850,CC0 Public Domain,https://www.smk.dk/en/explore-the-art/search-smk/?search=105274
Illuminated miniature,P.S. Krøyer,TEXT,National Museum of Denmark,Denmark,1752,,https://samlinger.natmus.dk/DO/asset/861200
Map of the region,Vilhelm Hammershøi,IMAGE,Det Kongelige Bibliotek,Denmark,1714,No Copyright Non-Commercial,https://www.kb.dk/find-materiale/975297
Diary entry,Theodor Philipsen,IMAGE,Det Kongelige Bibliotek,Denmark,1809,No Copyright Non-Commercial,https://www.kb.dk/find-materiale/583671
Architectural drawing,Theodor Philipsen,IMAGE,Statens Museum for Kunst,Denmark,1931,CC0 Public Domain,https://www.smk.dk/en/explore-the-art/search-smk/?search=307007
Coat of arms,P.S. Krøyer,IMAGE,Statens Museum for Kunst,Denmark,1658,,https://www.smk.dk/en/explore-the-art/search-smk/?search=345925
Official decree,Vilhelm Hammershøi,VIDEO,National Museum of Denmark,Denmark,1839,In Copyright,https://samlinger.natmus.dk/DO/asset/444295
Etching of the cathedral,Laurits Tuxen,VIDEO,Det Kongelige Bibliotek,Denmark,1740,CC BY-SA 4.0,https://www.kb.dk/find-materiale/549112
Architectural drawing,Vilhelm Hammershøi,SOUND,Det Kongelige Bibliotek,Denmark,1921,CC BY-SA 4.0,https://www.kb.dk/find-materiale/240829
Legal document,Michael Ancher,3D,Dansk Folkemindesamling,Denmark,1822,CC BY-SA 4.0,https://www.kb.dk/find-materiale/610626
Trade contract,P.S. Krøyer,IMAGE,National Museum of Denmark,Denmark,1780,No Copyright Non-Commercial,https://samlinger.natmus.dk/DO/asset/305973
Trade contract,Theodor Philipsen,IMAGE,National Museum of Denmark,Denmark,1803,CC0 Public Domain,https://samlinger.natmus.dk/DO/asset/990856
Census record,Laurits Tuxen,TEXT,Dansk Folkemindesamling,Denmark,1769,CC0 Public Domain,https://www.kb.dk/find-materiale/678388
Legal document,Theodor Philipsen,IMAGE,Dansk Folkemindesamling,Denmark,1988,In Copyright,https://www.kb.dk/find-materiale/334153
Documentary footage,Vilhelm Hammershøi,3D,Statens Museum for Kunst,Denmark,1864,No Copyright Non-Commercial,https://www.smk.dk/en/explore-the-art/search-smk/?search=194952
Diary entry,Theodor Philipsen,TEXT,National Museum of Denmark,Denmark,1765,No Copyright Non-Commercial,https://samlinger.natmus.dk/DO/asset/817395
Landscape with river,Michael Ancher,IMAGE,Det Kongelige Bibliotek,Denmark,1909,No Copyright Non-Commercial,https://www.kb.dk/find-materiale/693297
Map of the region,P.S. Krøyer,IMAGE,Dansk Folkemindesamling,Denmark,1594,In Copyright,https://www.kb.dk/find-materiale/343007
Documentary footage,Christoffer Eckersberg,TEXT,Det Kongelige Bibliotek,Denmark,1858,CC BY-SA 4.0,https://www.kb.dk/find-materiale/506945
Religious icon,Christoffer Eckersberg,VIDEO,National Museum of Denmark,Denmark,1835,,https://samlinger.natmus.dk/DO/asset/646699
Parish register entry,Laurits Tuxen,IMAGE,Statens Museum for Kunst,Denmark,1883,,https://www.smk.dk/en/explore-the-art/search-smk/?search=496905
Parish register entry,Laurits Tuxen,TEXT,National Museum of Denmark,Denmark,1844,CC BY 4.0,https://samlinger.natmus.dk/DO/asset/641455
Documentary footage,Anthony van Dyck,IMAGE,Musees royaux d Art,Belgium,1709,CC BY 4.0,https://www.fine-arts-museum.be/en/the-collection/561267
Landscape with river,Jan van Eyck,IMAGE,Ghent University Library,Belgium,1815,CC BY 4.0,https://lib.ugent.be/catalog/479818
Illuminated miniature,Anthony van Dyck,VIDEO,Royal Museums of Fine Arts,Belgium,1930,CC0 Public Domain,https://fine-arts-museum.be/en/the-collection/604906
Portrait of a woman,James Ensor,IMAGE,Royal Museums of Fine Arts,Belgium,1716,In Copyright,https://fine-arts-museum.be/en/the-collection/123536
Trade contract,Jan van Eyck,IMAGE,Royal Museums of Fine Arts,Belgium,1566,No Copyright Non-Commercial,https://fine-arts-museum.be/en/the-collection/253999
Digital reconstruction of building,James Ensor,SOUND,Royal Museums of Fine Arts,Belgium,1345,No Copyright Non-Commercial,https://fine-arts-museum.be/en/the-collection/768595
Digital reconstruction of building,Jan van Eyck,3D,Royal Library of Belgium,Belgium,1752,In Copyright,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/605065
Digital reconstruction of building,James Ensor,IMAGE,Royal Museums of Fine Arts,Belgium,1792,,https://fine-arts-museum.be/en/the-collection/635617
Map of the region,Anthony van Dyck,IMAGE,Ghent University Library,Belgium,1504,In Copyright,https://lib.ugent.be/catalog/504186
Newspaper article,James Ensor,SOUND,Royal Museums of Fine Arts,Belgium,1621,CC BY 4.0,https://fine-arts-museum.be/en/the-collection/734924
Battle scene,James Ensor,IMAGE,Royal Library of Belgium,Belgium,1654,In Copyright,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/791423
Documentary footage,René Magritte,SOUND,Royal Library of Belgium,Belgium,1944,In Copyright,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/488368
Etching of the cathedral,Jan van Eyck,3D,Musees royaux d Art,Belgium,1894,In Copyright,https://www.fine-arts-museum.be/en/the-collection/467544
Architectural drawing,Anthony van Dyck,IMAGE,Royal Library of Belgium,Belgium,1710,In Copyright,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/903061
Architectural drawing,James Ensor,SOUND,Ghent University Library,Belgium,1950,CC BY 4.0,https://lib.ugent.be/catalog/105735
Documentary footage,James Ensor,IMAGE,Royal Library of Belgium,Belgium,1944,CC0 Public Domain,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/493247
Religious icon,Anthony van Dyck,VIDEO,Ghent University Library,Belgium,1916,CC BY 4.0,https://lib.ugent.be/catalog/546768
3D scan of sculpture,James Ensor,SOUND,Ghent University Library,Belgium,1787,CC BY-SA 4.0,https://lib.ugent.be/catalog/741603
Folk song recording,Jan van Eyck,SOUND,Musees royaux d Art,Belgium,1771,No Copyright Non-Commercial,https://www.fine-arts-museum.be/en/the-collection/605904
3D scan of sculpture,Pieter Bruegel,TEXT,Musees royaux d Art,Belgium,1947,CC BY-SA 4.0,https://www.fine-arts-museum.be/en/the-collection/911801
Illuminated miniature,René Magritte,IMAGE,Royal Museums of Fine Arts,Belgium,1910,CC BY 4.0,https://fine-arts-museum.be/en/the-collection/568288
Etching of the cathedral,Jan van Eyck,SOUND,Royal Library of Belgium,Belgium,1889,CC BY-SA 4.0,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/939756
Portrait of a woman,Jan van Eyck,SOUND,Royal Library of Belgium,Belgium,1537,CC0 Public Domain,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/943442
Battle scene,James Ensor,SOUND,Musees royaux d Art,Belgium,1710,CC0 Public Domain,https://www.fine-arts-museum.be/en/the-collection/375871
Census record,René Magritte,SOUND,Royal Library of Belgium,Belgium,1918,In Copyright,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/743789
Printed book page,Jan van Eyck,3D,Royal Library of Belgium,Belgium,1933,CC0 Public Domain,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/311505
Etching of the cathedral,Jan van Eyck,IMAGE,Ghent University Library,Belgium,1829,No Copyright Non-Commercial,https://lib.ugent.be/catalog/635348
Legal document,René Magritte,IMAGE,Royal Museums of Fine Arts,Belgium,1280,CC BY 4.0,https://fine-arts-museum.be/en/the-collection/786837
Legal document,Pieter Bruegel,SOUND,Royal Library of Belgium,Belgium,1825,,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/514337
Census record,René Magritte,IMAGE,Royal Library of Belgium,Belgium,1771,CC0 Public Domain,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/676289
Map of the region,Pieter Bruegel,TEXT,Ghent University Library,Belgium,1851,No Copyright Non-Commercial,https://lib.ugent.be/catalog/303974
Manuscript fragment,Pieter Bruegel,IMAGE,Royal Library of Belgium,Belgium,1864,No Copyright Non-Commercial,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/211636
Etching of the cathedral,Pieter Bruegel,IMAGE,Ghent University Library,Belgium,1950,No Copyright Non-Commercial,https://lib.ugent.be/catalog/370211
Parish register entry,René Magritte,3D,Ghent University Library,Belgium,1948,No Copyright Non-Commercial,https://lib.ugent.be/catalog/607122
Trade contract,Anthony van Dyck,3D,Ghent University Library,Belgium,1833,No Copyright Non-Commercial,https://lib.ugent.be/catalog/128679
Coat of arms,Anthony van Dyck,TEXT,Royal Library of Belgium,Belgium,1926,,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/341099
Town plan,James Ensor,IMAGE,Ghent University Library,Belgium,1751,CC BY-SA 4.0,https://lib.ugent.be/catalog/360316
Official decree,Peter Paul Rubens,IMAGE,Ghent University Library,Belgium,1773,CC BY-SA 4.0,https://lib.ugent.be/catalog/470711
Official decree,Jan van Eyck,TEXT,Ghent University Library,Belgium,1730,,https://lib.ugent.be/catalog/309365
Genre scene,Jan van Eyck,TEXT,Ghent University Library,Belgium,1819,CC BY 4.0,https://lib.ugent.be/catalog/976960
Coat of arms,Peter Paul Rubens,IMAGE,Royal Library of Belgium,Belgium,1897,,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/616596
Digital reconstruction of building,Anthony van Dyck,VIDEO,Royal Library of Belgium,Belgium,1987,CC BY-SA 4.0,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/616256
Woodcut illustration,Anthony van Dyck,IMAGE,Ghent University Library,Belgium,1896,No Copyright Non-Commercial,https://lib.ugent.be/catalog/393880
Official decree,Peter Paul Rubens,SOUND,Royal Museums of Fine Arts,Belgium,1850,No Copyright Non-Commercial,https://fine-arts-museum.be/en/the-collection/134144
Town plan,Anthony van Dyck,IMAGE,Royal Museums of Fine Arts,Belgium,1701,No Copyright Non-Commercial,https://fine-arts-museum.be/en/the-collection/582418
Parish register entry,René Magritte,TEXT,Royal Library of Belgium,Belgium,1778,No Copyright Non-Commercial,https://belgica.kbr.be/BELGICA/doc/SYRACUSE/205641
Map of the region,Jan van Eyck,TEXT,Ghent University Library,Belgium,,CC BY-SA 4.0,https://lib.ugent.be/catalog/594241
Official decree,Pieter Bruegel,IMAGE,Ghent University Library,Belgium,1896,In Copyright,https://lib.ugent.be/catalog/320759
Architectural drawing,Pieter Bruegel,SOUND,Ghent University Library,Belgium,1873,In Copyright,https://lib.ugent.be/catalog/288627
Etching of the cathedral,Peter Paul Rubens,TEXT,Royal Museums of Fine Arts,Belgium,1848,CC BY 4.0,https://fine-arts-museum.be/en/the-collection/682316
Official decree,Egon Schiele,IMAGE,Kunsthistorisches Museum,Austria,1817,CC0 Public Domain,https://www.khm.at/en/object/285186
Architectural drawing,Ferdinand Georg Waldmüller,TEXT,Wien Museum,Austria,1250,No Copyright Non-Commercial,https://sammlung.wienmuseum.at/en/object/695417
Newspaper article,Gustav Klimt,TEXT,Kunsthistorisches Museum,Austria,1906,CC BY-SA 4.0,https://www.khm.at/en/object/599687
Architectural drawing,Anton Romako,VIDEO,Belvedere,Austria,1832,CC BY-SA 4.0,https://www.belvedere.at/en/collection/477808
Religious icon,Gustav Klimt,SOUND,Wien Museum,Austria,,CC BY-SA 4.0,https://sammlung.wienmuseum.at/en/object/812597
Woodcut illustration,Hans Makart,IMAGE,Kunsthistorisches Museum,Austria,1765,CC BY-SA 4.0,https://www.khm.at/en/object/472358
Trade contract,Anton Romako,3D,Belvedere,Austria,1859,CC0 Public Domain,https://www.belvedere.at/en/collection/499581
Manuscript fragment,Egon Schiele,VIDEO,Kunsthistorisches Museum,Austria,1809,,https://www.khm.at/en/object/742053
Map of the region,Egon Schiele,VIDEO,Österreichische Nationalbibliothek,Austria,1945,CC BY-SA 4.0,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_432270
Architectural drawing,Hans Makart,SOUND,Wien Museum,Austria,1923,In Copyright,https://sammlung.wienmuseum.at/en/object/918910
Landscape with river,Ferdinand Georg Waldmüller,IMAGE,Belvedere,Austria,1942,CC0 Public Domain,https://www.belvedere.at/en/collection/231113
Genre scene,Anton Romako,IMAGE,Wien Museum,Austria,1516,CC BY 4.0,https://sammlung.wienmuseum.at/en/object/516332
Portrait of a nobleman,Hans Makart,IMAGE,Belvedere,Austria,1905,In Copyright,https://www.belvedere.at/en/collection/649435
Battle scene,Oskar Kokoschka,IMAGE,Österreichische Nationalbibliothek,Austria,1731,,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_508783
Still life with flowers,Ferdinand Georg Waldmüller,IMAGE,Wien Museum,Austria,1704,No Copyright Non-Commercial,https://sammlung.wienmuseum.at/en/object/979249
Printed book page,Oskar Kokoschka,3D,Wien Museum,Austria,1817,No Copyright Non-Commercial,https://sammlung.wienmuseum.at/en/object/385647
Portrait of a woman,Hans Makart,3D,Kunsthistorisches Museum,Austria,1927,,https://www.khm.at/en/object/766738
Folk song recording,Oskar Kokoschka,3D,Wien Museum,Austria,1578,CC BY 4.0,https://sammlung.wienmuseum.at/en/object/943797
Still life with flowers,Ferdinand Georg Waldmüller,TEXT,Wien Museum,Austria,1269,CC BY-SA 4.0,https://sammlung.wienmuseum.at/en/object/111068
Folk song recording,Oskar Kokoschka,3D,Wien Museum,Austria,1999,CC0 Public Domain,https://sammlung.wienmuseum.at/en/object/821179
Woodcut illustration,Oskar Kokoschka,IMAGE,Belvedere,Austria,1729,In Copyright,https://www.belvedere.at/en/collection/936726
Genre scene,Hans Makart,VIDEO,Österreichische Nationalbibliothek,Austria,1831,In Copyright,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_687783
Newspaper article,Anton Romako,SOUND,Kunsthistorisches Museum,Austria,1754,In Copyright,https://www.khm.at/en/object/331307
Chronicle of the kingdom,Hans Makart,TEXT,Kunsthistorisches Museum,Austria,1834,,https://www.khm.at/en/object/879015
Landscape with river,Egon Schiele,IMAGE,Belvedere,Austria,1616,CC BY 4.0,https://www.belvedere.at/en/collection/403662
Genre scene,Oskar Kokoschka,3D,Belvedere,Austria,1768,CC BY-SA 4.0,https://www.belvedere.at/en/collection/120337
Chronicle of the kingdom,Egon Schiele,IMAGE,Österreichische Nationalbibliothek,Austria,1946,CC BY-SA 4.0,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_231113
Still life with flowers,Egon Schiele,IMAGE,Österreichische Nationalbibliothek,Austria,1753,CC0 Public Domain,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_617555
Printed book page,Ferdinand Georg Waldmüller,VIDEO,Wien Museum,Austria,1241,,https://sammlung.wienmuseum.at/en/object/929868
Woodcut illustration,Gustav Klimt,TEXT,Kunsthistorisches Museum,Austria,1823,In Copyright,https://www.khm.at/en/object/174852
Newspaper article,Oskar Kokoschka,SOUND,Kunsthistorisches Museum,Austria,,CC0 Public Domain,https://www.khm.at/en/object/227885
Map of the region,Ferdinand Georg Waldmüller,3D,Kunsthistorisches Museum,Austria,1794,,https://www.khm.at/en/object/135138
Official decree,Hans Makart,TEXT,Österreichische Nationalbibliothek,Austria,,In Copyright,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_814544
Illuminated miniature,Egon Schiele,IMAGE,Wien Museum,Austria,1623,No Copyright Non-Commercial,https://sammlung.wienmuseum.at/en/object/646230
Trade contract,Egon Schiele,VIDEO,Wien Museum,Austria,1714,CC0 Public Domain,https://sammlung.wienmuseum.at/en/object/799080
Letter from the archive,Anton Romako,SOUND,Kunsthistorisches Museum,Austria,1937,CC0 Public Domain,https://www.khm.at/en/object/275490
Portrait of a nobleman,Ferdinand Georg Waldmüller,TEXT,Österreichische Nationalbibliothek,Austria,1930,CC0 Public Domain,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_709303
Map of the region,Oskar Kokoschka,IMAGE,Kunsthistorisches Museum,Austria,1658,CC BY 4.0,https://www.khm.at/en/object/624203
View of the city harbour,Anton Romako,IMAGE,Wien Museum,Austria,1768,CC BY-SA 4.0,https://sammlung.wienmuseum.at/en/object/775885
Map of the region,Egon Schiele,3D,Österreichische Nationalbibliothek,Austria,1948,CC BY-SA 4.0,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_685472
Portrait of a nobleman,Ferdinand Georg Waldmüller,TEXT,Wien Museum,Austria,1817,,https://sammlung.wienmuseum.at/en/object/496119
Town plan,Gustav Klimt,3D,Wien Museum,Austria,1789,In Copyright,https://sammlung.wienmuseum.at/en/object/686179
Folk song recording,Egon Schiele,IMAGE,Belvedere,Austria,1917,CC BY-SA 4.0,https://www.belvedere.at/en/collection/439403
Printed book page,Gustav Klimt,IMAGE,Kunsthistorisches Museum,Austria,1746,CC BY-SA 4.0,https://www.khm.at/en/object/959222
Illuminated miniature,Gustav Klimt,SOUND,Belvedere,Austria,1846,CC BY 4.0,https://www.belvedere.at/en/collection/119629
Coat of arms,Oskar Kokoschka,IMAGE,Kunsthistorisches Museum,Austria,1867,No Copyright Non-Commercial,https://www.khm.at/en/object/958835
Digital reconstruction of building,Hans Makart,IMAGE,Belvedere,Austria,1841,CC BY-SA 4.0,https://www.belvedere.at/en/collection/438270
View of the city harbour,Gustav Klimt,IMAGE,Österreichische Nationalbibliothek,Austria,1912,CC BY 4.0,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_287316
Religious icon,Ferdinand Georg Waldmüller,TEXT,Österreichische Nationalbibliothek,Austria,1849,CC0 Public Domain,https://digital.onb.ac.at/RepViewer/viewer.faces?doc=DTL_698749
View of the city harbour,Hans Makart,TEXT,Belvedere,Austria,1809,CC BY-SA 4.0,https://www.belvedere.at/en/collection/331444
Census record,František Kupka,3D,National Library Czech Republic,Czech Republic,1903,CC0 Public Domain,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=590795
Newspaper article,Mikoláš Aleš,SOUND,Czech Digital Library,Czech Republic,1939,CC BY-SA 4.0,https://www.digitalniknihovna.cz/mzk/uuid/uuid:932831
Illuminated miniature,Mikoláš Aleš,IMAGE,Czech Digital Library,Czech Republic,1727,CC0 Public Domain,https://www.digitalniknihovna.cz/mzk/uuid/uuid:974991
Folk song recording,Alphonse Mucha,TEXT,National Library Czech Republic,Czech Republic,1784,In Copyright,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=298663
Folk song recording,Mikoláš Aleš,IMAGE,National Museum Prague,Czech Republic,1813,,https://www.nm.cz/en/collections/685253
Town plan,Jan Preisler,3D,Czech Digital Library,Czech Republic,1961,,https://www.digitalniknihovna.cz/mzk/uuid/uuid:547820
Documentary footage,Mikoláš Aleš,SOUND,National Museum Prague,Czech Republic,1776,CC BY-SA 4.0,https://www.nm.cz/en/collections/789472
Folk song recording,Max Švabinský,VIDEO,Moravian Library,Czech Republic,1897,CC BY-SA 4.0,https://www.digitalniknihovna.cz/mzk/uuid/uuid:985893
Digital reconstruction of building,Jan Preisler,VIDEO,Moravian Library,Czech Republic,1848,CC BY 4.0,https://www.digitalniknihovna.cz/mzk/uuid/uuid:690500
Printed book page,Max Švabinský,3D,Czech Digital Library,Czech Republic,1918,In Copyright,https://www.digitalniknihovna.cz/mzk/uuid/uuid:100205
Trade contract,Mikoláš Aleš,IMAGE,National Library Czech Republic,Czech Republic,1728,CC BY-SA 4.0,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=106887
Woodcut illustration,Max Švabinský,IMAGE,National Museum Prague,Czech Republic,1770,,https://www.nm.cz/en/collections/962283
Printed book page,Alphonse Mucha,IMAGE,National Museum Prague,Czech Republic,1593,CC BY-SA 4.0,https://www.nm.cz/en/collections/263690
Etching of the cathedral,František Kupka,TEXT,National Museum Prague,Czech Republic,1872,CC BY-SA 4.0,https://www.nm.cz/en/collections/196369
Illuminated miniature,Jan Preisler,IMAGE,National Museum Prague,Czech Republic,1862,CC BY-SA 4.0,https://www.nm.cz/en/collections/931420
View of the city harbour,Mikoláš Aleš,TEXT,National Library Czech Republic,Czech Republic,1810,,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=947607
Trade contract,Max Švabinský,VIDEO,National Library Czech Republic,Czech Republic,1958,In Copyright,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=536754
Portrait of a woman,Jan Preisler,IMAGE,National Museum Prague,Czech Republic,1634,,https://www.nm.cz/en/collections/501066
Letter from the archive,Max Švabinský,IMAGE,National Library Czech Republic,Czech Republic,1706,No Copyright Non-Commercial,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=831663
Map of the region,Josef Mánes,IMAGE,Moravian Library,Czech Republic,1909,In Copyright,https://www.digitalniknihovna.cz/mzk/uuid/uuid:403859
Official decree,Max Švabinský,IMAGE,National Museum Prague,Czech Republic,1404,No Copyright Non-Commercial,https://www.nm.cz/en/collections/881519
